31.204494,20.648487,36.39486,30.456545,25.397787,18.105091,25.425072,33.74047,23.394024,32.121346
37.038113,27.001122,42.196053,40.529453,31.196089,26.02226,32.617573,42.350048,36.77781,42.877335
29.705227,21.11089,35.601856,32.439583,22.613895,19.045397,22.655525,34.055367,28.895176,33.56184
38.6427,23.753246,43.445457,33.923874,26.713427,23.937675,26.677027,37.540108,33.21073,36.29259
27.524296,21.544813,32.790073,30.135283,23.975433,16.478945,20.177889,25.885878,28.4456,30.969418
35.244556,26.807795,45.97755,34.72407,33.45269,22.890057,29.78918,36.289623,32.336433,37.664352
27.657782,22.135496,34.85125,25.011303,21.661835,17.7488,17.25287,25.460659,23.156898,27.276657
33.49754,21.589743,38.915344,32.69223,28.329891,21.39858,31.392822,32.11353,35.218197,38.856785
47.142467,31.408943,53.70619,43.27468,37.69007,29.167593,38.530476,48.20164,42.959827,49.359226
39.180695,26.67072,39.855705,36.30393,29.845118,27.618898,31.678116,39.510326,35.93589,43.654697
38.498608,30.573666,46.326958,41.541565,36.48028,24.030796,32.341873,40.268887,32.225727,42.103508
34.279884,20.340322,35.452682,32.41361,26.636274,22.447031,29.145401,32.073692,31.923964,37.164146
35.774357,26.820944,44.583244,34.065567,24.785145,24.24811,24.699879,38.866573,28.948074,36.590134
39.212643,24.237318,48.225636,38.637737,26.735317,26.259443,30.66536,46.439796,36.894226,42.308838
35.424442,27.008148,43.772243,37.836533,30.04642,24.164495,27.898859,39.182747,28.0863,37.800457
22.586678,18.877989,27.655788,30.839924,26.313164,13.442462,25.766735,23.79597,23.957418,29.548134
32.824833,23.890438,37.969162,34.368046,28.762047,20.043682,32.35623,28.750555,31.51948,38.302856
29.784866,19.909512,33.918457,31.635195,22.954103,18.264654,24.423616,30.67837,31.087566,34.31975
31.286228,24.188519,34.061974,31.380873,22.260607,18.401148,21.77211,26.505486,29.323788,35.245033
30.396942,21.205402,35.5125,30.190052,22.928858,22.293999,21.942156,32.509254,25.353474,33.05242
37.291573,27.274723,46.23782,36.19645,26.305428,24.716843,26.378675,39.985836,32.29571,39.30439
28.354221,15.510076,27.21224,25.718645,20.503998,18.164822,24.749012,26.975075,25.034685,30.288683
34.320023,23.481003,32.998634,32.736996,27.149088,18.103193,25.354546,26.83516,24.60127,33.448997
38.335587,26.31231,45.846363,41.41213,36.702206,26.564085,38.497734,44.15602,43.5103,47.462433
34.95881,26.588062,44.40947,35.249218,34.389442,22.393362,30.445192,35.54847,33.88721,37.819656
41.789593,28.750137,51.784725,37.78598,35.07234,25.013927,32.491634,41.926006,34.777554,40.78586
43.821373,30.112839,56.426365,40.737614,35.5384,28.048796,31.420496,47.87784,38.188465,42.048325
27.14118,22.982466,35.34499,31.03603,28.592892,17.926205,28.50056,29.365425,26.303541,33.738094
41.04749,27.297737,43.38039,39.958168,29.29104,27.799927,30.223822,40.148804,35.225334,43.251606
36.848793,27.301102,42.336964,33.667023,30.797182,22.952068,31.166996,33.103508,34.485817,41.079792
35.38426,23.065252,44.834774,31.212273,24.718613,20.84049,29.196539,38.54875,27.590319,36.043385
33.588093,24.71908,41.62973,34.54962,25.499956,23.238811,25.539547,34.199764,32.235382,38.487
25.208458,18.51432,32.66892,26.539688,24.288872,18.921074,27.119703,33.084023,23.429443,30.751703
27.360498,24.21457,34.952465,33.026764,26.988028,18.356516,23.311514,27.607994,25.683594,31.648674
28.397099,22.080801,41.57715,31.9084,27.878479,19.51483,31.02085,37.152092,31.083447,36.833626
31.597479,20.919487,31.97198,31.817324,21.76377,22.296606,26.867891,30.835138,29.395277,37.638756
37.268776,25.904526,45.72893,40.0326,32.1793,26.240274,32.47446,45.52972,36.24052,43.182354
42.927326,32.927883,53.31501,42.525936,34.011894,29.062042,31.941504,43.709824,36.873295,45.224556
33.91517,25.979874,40.62637,32.770226,29.092777,21.68619,29.756054,31.012644,29.09837,38.07406
23.381912,17.181963,30.334906,23.363884,16.378815,15.740553,16.177855,24.655787,20.21949,23.852964
41.066044,26.754717,46.625767,41.57214,30.834959,29.11108,34.773556,46.67557,40.214424,45.84344
33.747726,22.415665,37.36301,28.23224,24.41078,21.158203,22.163801,29.871275,26.774345,31.280458
36.75241,24.54208,45.71692,33.44467,30.428764,24.024893,35.824326,41.605366,34.99723,42.046738
31.744719,19.762724,38.233616,31.973745,24.40981,21.032793,24.756384,38.099716,29.180672,32.549824
39.183846,27.186071,49.689186,40.819855,34.616665,26.245543,35.17877,44.500362,35.357075,42.80658
30.428133,23.401752,35.282726,36.682865,31.185808,19.43935,31.301188,32.080784,28.14309,36.83262
36.27507,25.68546,43.30687,37.35408,29.42955,24.861614,25.863829,41.399826,34.503338,39.329952
31.242636,18.970255,30.612661,29.882767,25.260262,17.324493,27.61287,27.86602,24.936068,32.636505
36.309654,29.145454,44.627827,38.176075,32.763157,20.97696,31.411924,33.217392,35.924034,41.97719
36.979187,25.389797,44.592663,35.36712,26.603333,22.549576,27.841812,38.869637,31.75576,38.642456
38.41179,24.604776,41.935665,33.886574,24.847832,25.515171,30.103983,37.50895,31.850512,41.54803
38.96266,28.892551,45.1558,37.368965,33.132492,21.75748,29.683262,33.469685,35.104855,40.596725
36.743805,21.705849,39.411278,29.794163,22.022278,21.63693,22.679918,32.44002,26.435047,33.07079
33.763977,20.21559,39.381165,29.142605,26.516045,21.494781,26.33495,36.448475,30.855991,34.608273
29.84745,16.56453,34.70095,24.812206,22.681343,18.377787,27.783905,31.541101,29.594385,32.460567
33.807556,22.93639,34.777767,33.742786,21.711964,20.955816,20.43723,32.617043,22.512476,31.93372
38.255386,22.579628,45.510494,36.849773,30.11729,23.042633,36.45098,42.77746,40.118702,43.07868
