11.720322,-1.5260444,0.25814724,-2.2809129,-2.439886,3.8814716,2.4115596,-2.0757458,3.5035222,-0.51276124
-1.5260444,11.30004,-0.91762894,3.8572695,-0.11292165,-6.053579,4.188993,-1.4430555,-3.0605772,2.968585
0.25814724,-0.91762894,11.676126,0.67828226,0.36011824,-1.3970867,0.44758746,0.1251747,-0.18176425,1.8866706
-2.2809129,3.8572695,0.67828226,7.380651,-2.3540802,-4.8370605,0.15414281,-0.23051724,-0.54660404,1.1001132
-2.439886,-0.11292165,0.36011824,-2.3540802,5.5043616,0.8341144,-2.6836371,1.1024393,-2.9315727,-2.032315
3.8814716,-6.053579,-1.3970867,-4.8370605,0.8341144,9.435441,-0.48334855,-1.8013918,0.9286624,-4.6561823
2.4115596,4.188993,0.44758746,0.15414281,-2.6836371,-0.48334855,13.385792,-0.5200664,-3.9921222,3.421862
-2.0757458,-1.4430555,0.1251747,-0.23051724,1.1024393,-1.8013918,-0.5200664,5.410581,-0.7544618,0.018081397
3.5035222,-3.0605772,-0.18176425,-0.54660404,-2.9315727,0.9286624,-3.9921222,-0.7544618,10.604589,-0.0008865595
-0.51276124,2.968585,1.8866706,1.1001132,-2.032315,-4.6561823,3.421862,0.018081397,-0.0008865595,9.8094635
