7.299289,5.2328706,1.4722486,5.020598,5.3146577,9.75736,1.0258994,1.1345589,3.8770452,7.581173,5.629891,5.6941276
6.4084744,8.119785,7.1079736,7.459308,5.8737416,3.3296483,3.2691069,1.3390752,2.9791124,2.5801091,2.0265918,4.158231
9.352806,1.6552255,8.967868,6.4432225,5.15756,9.190722,5.0992336,8.929864,8.212595,2.3837285,9.4021,9.202099
6.155722,8.493355,9.349699,7.0888777,7.621333,1.1989872,6.196048,2.4608421,3.7121086,8.011551,7.928334,5.7035213
1.9132879,5.2028084,7.2089705,3.5912817,7.138842,1.0565844,7.9336796,3.4836478,3.1688852,7.263228,3.6061184,5.830714
1.8709326,4.52112,2.930067,7.160811,7.189455,4.335679,5.959948,4.2151794,1.6364105,1.640357,1.0950135,6.0855284
3.9012394,3.793873,8.71186,2.3855853,2.0332336,4.585091,4.6523366,5.347479,2.420528,3.0183876,7.167338,7.6784596
5.4242663,7.8869615,4.224916,7.7667375,5.7437563,4.46887,7.3861337,4.8787837,7.5530205,9.640633,3.0486164,4.795198
9.128779,1.9721967,9.989065,7.7414627,3.2918286,6.6617103,7.4156566,6.342804,8.291874,4.422116,5.562818,1.4770062
4.2784557,7.075758,8.8747425,3.3362951,7.048075,1.7504976,5.698037,2.9570603,5.5636554,7.664285,8.409685,8.506455
3.8221903,8.891121,9.91885,6.9303894,5.3981752,2.6096494,8.359955,8.596937,8.684114,1.8462353,6.081808,6.655213
1.3418341,4.2484336,4.439565,7.5353074,1.9716232,9.3025875,8.913299,5.5129232,5.732692,8.042984,8.075009,6.8620563
2.9714503,4.0208535,3.1223757,6.007104,9.838517,4.112152,3.0583203,4.944882,6.7393627,7.547484,2.3966086,5.61592
2.7324543,5.7046604,4.0100055,5.24597,5.8363466,5.321567,1.1324663,4.775443,7.0219584,3.6030495,6.029591,3.9281955
4.101536,3.8948588,5.0220118,1.2109478,6.078901,2.2694097,6.9367676,2.260186,4.6181765,5.270841,6.8537817,2.7083488
4.8393955,4.233084,3.0206368,4.266773,8.809233,5.457118,6.489852,8.819883,2.0117352,9.316499,1.1129489,8.836412
9.78228,7.659293,4.823841,8.369106,3.116293,7.1243067,1.5681605,6.0621524,9.127366,5.021673,6.9197483,2.3269527
9.61618,8.327998,2.5487998,8.008563,8.194061,2.3995562,4.1371937,3.820042,1.8925544,5.3591533,4.716474,4.4876328
5.2389984,7.3496556,9.90525,2.8508503,2.801671,1.8642502,1.4909649,7.180184,9.300229,5.3032813,5.223941,9.062868
3.0908673,9.785948,6.926876,3.6530669,3.8186316,5.5279813,7.7831,1.7189286,8.88022,2.8466628,3.672066,2.5209537
4.645956,5.4440575,3.5599453,8.252056,5.1466455,5.489761,1.0929585,3.8403258,9.646428,3.5773492,9.859661,1.2385235
8.84086,9.278769,3.1925638,1.6651964,7.300526,2.4905512,5.605672,5.7955503,7.970192,9.868373,8.421059,9.733194
6.5597987,9.979244,8.308601,8.900389,5.9819584,1.078732,8.68495,2.6099966,7.8335347,6.3614388,7.5390463,9.656124
2.553198,7.471476,9.385628,3.360088,8.654899,4.2793264,2.1116388,1.7632198,3.2866986,6.2102313,2.7610235,9.521828
7.3011384,8.230907,5.432073,3.9741802,2.104207,4.6291037,9.163836,8.549336,6.8885365,2.7075672,1.1887434,8.486486
5.0433445,5.0048695,2.645304,7.6372113,2.1095366,2.0820642,9.135158,5.30816,8.295851,3.6291678,2.3115964,4.244768
8.938972,8.627817,5.060211,2.676746,5.5456977,5.0249767,9.787143,4.576477,6.158104,8.621767,4.1201553,7.555847
3.1065013,4.9715767,8.683581,2.1150758,1.6437683,8.364862,6.916959,6.5638614,2.358402,5.6539793,2.7912617,5.570584
9.47117,2.123589,1.0196557,5.735146,2.369191,9.238623,8.517622,8.216408,4.528097,5.8684244,5.446659,1.2146486
9.84014,2.0829554,4.5523257,2.8672724,6.6144295,6.054677,1.5717375,6.9184937,7.929776,7.365211,7.6044617,3.641969
8.85277,7.5902367,7.096901,8.607278,9.308561,5.666646,6.593706,2.582763,1.6490313,1.3805771,5.441319,8.817432
5.541416,9.920668,7.4256644,6.778823,6.7620716,6.225773,9.228179,5.2004933,1.8682079,9.461295,2.5166755,2.6544766
8.846206,8.297144,4.806037,5.724173,7.730003,5.990003,7.2593985,9.268442,1.6016328,1.1264093,2.690967,9.095707
